Genre,Anime,Score,Eps,Link
Mystery,.hack//Sign,6.94,26,https://myanimelist.net/anime/48/hack__Sign
Mystery,GetBackers,7.57,49,https://myanimelist.net/anime/132/GetBackers
Mystery,Kamikaze Kaitou Jeanne,7.47,44,https://myanimelist.net/anime/142/Kamikaze_Kaitou_Jeanne
Mystery,Loveless,6.71,12,https://myanimelist.net/anime/149/Loveless
Mystery,Blood+,7.61,50,https://myanimelist.net/anime/150/Blood_
Mystery,X/1999,6.56,1,https://myanimelist.net/anime/155/X_1999
Mystery,X,7.38,24,https://myanimelist.net/anime/156/X
Mystery,RahXephon,7.37,26,https://myanimelist.net/anime/165/RahXephon
Mystery,Shingetsutan Tsukihime,6.79,12,https://myanimelist.net/anime/169/Shingetsutan_Tsukihime
Mystery,Tactics,7.18,25,https://myanimelist.net/anime/173/Tactics
Mystery,Gosenzo Sane,6.15,4,https://myanimelist.net/anime/188/Gosenzo_Sane
Mystery,Speed Grapher,7.29,24,https://myanimelist.net/anime/198/Speed_Grapher
Mystery,Wolf's Rain,7.79,26,https://myanimelist.net/anime/202/Wolfs_Rain
Mystery,R.O.D: Read or Die,7.61,3,https://myanimelist.net/anime/208/ROD__Read_or_Die
Mystery,Mezzo DSA,6.62,13,https://myanimelist.net/anime/222/Mezzo_DSA
Mystery,Jigoku Shoujo,7.6,26,https://myanimelist.net/anime/228/Jigoku_Shoujo
Mystery,Meitantei Conan,8.17,Unknown,https://myanimelist.net/anime/235/Meitantei_Conan
Mystery,Gankutsuou,8.11,24,https://myanimelist.net/anime/239/Gankutsuou
Mystery,Agatha Christie no Meitantei Poirot to Marple,6.88,39,https://myanimelist.net/anime/244/Agatha_Christie_no_Meitantei_Poirot_to_Marple
Mystery,Madlax,7.01,26,https://myanimelist.net/anime/252/Madlax
Mystery,Noir,7.27,26,https://myanimelist.net/anime/272/Noir
Romance,Hachimitsu to Clover,7.98,24,https://myanimelist.net/anime/16/Hachimitsu_to_Clover
Romance,School Rumble,7.88,26,https://myanimelist.net/anime/24/School_Rumble
Romance,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,8.7,4,https://myanimelist.net/anime/44/Rurouni_Kenshin__Meiji_Kenkaku_Romantan_-_Tsuioku-hen
Romance,Rurouni Kenshin: Meiji Kenkaku Romantan,8.28,94,https://myanimelist.net/anime/45/Rurouni_Kenshin__Meiji_Kenkaku_Romantan
Romance,Aa! Megami-sama!,7.28,5,https://myanimelist.net/anime/49/Aa_Megami-sama
Romance,Aa! Megami-sama! (TV),7.31,24,https://myanimelist.net/anime/50/Aa_Megami-sama_TV
Romance,Tenshi Kinryouku,6.24,3,https://myanimelist.net/anime/51/Tenshi_Kinryouku
Romance,Ai Yori Aoshi,7.1,24,https://myanimelist.net/anime/53/Ai_Yori_Aoshi
Romance,Chobits,7.39,26,https://myanimelist.net/anime/59/Chobits
Romance,Chrno Crusade,7.6,24,https://myanimelist.net/anime/60/Chrno_Crusade
Romance,D.N.Angel,7.16,26,https://myanimelist.net/anime/61/DNAngel
Romance,D.C.: Da Capo,6.71,26,https://myanimelist.net/anime/62/DC__Da_Capo
Romance,DearS,6.54,12,https://myanimelist.net/anime/63/DearS
Romance,Basilisk: Kouga Ninpou Chou,7.53,24,https://myanimelist.net/anime/67/Basilisk__Kouga_Ninpou_Chou
Romance,Shuffle!,7,24,https://myanimelist.net/anime/79/Shuffle
Romance,Kidou Senshi Gundam: Dai 08 MS Shoutai,8,12,https://myanimelist.net/anime/81/Kidou_Senshi_Gundam__Dai_08_MS_Shoutai
Romance,Kidou Senshi Gundam: Dai 08 MS Shoutai - Miller's Report,6.75,1,https://myanimelist.net/anime/83/Kidou_Senshi_Gundam__Dai_08_MS_Shoutai_-_Millers_Report
Romance,Kidou Senshi Gundam 0083: Stardust Memory,7.22,13,https://myanimelist.net/anime/84/Kidou_Senshi_Gundam_0083__Stardust_Memory
Romance,Kidou Senshi Zeta Gundam,7.89,50,https://myanimelist.net/anime/85/Kidou_Senshi_Zeta_Gundam
Romance,Kidou Senshi Gundam SEED,7.74,50,https://myanimelist.net/anime/93/Kidou_Senshi_Gundam_SEED
Romance,Kidou Senshi Gundam SEED Destiny,7.17,50,https://myanimelist.net/anime/94/Kidou_Senshi_Gundam_SEED_Destiny
Romance,Turn A Gundam,7.79,50,https://myanimelist.net/anime/95/Turn_A_Gundam
Romance,Kidou Butouden G Gundam,7.58,49,https://myanimelist.net/anime/96/Kidou_Butouden_G_Gundam
Romance,Shin Shirayuki-hime Densetsu Prétear,7.15,13,https://myanimelist.net/anime/100/Shin_Shirayuki-hime_Densetsu_Prétear
Romance,Air,7.27,12,https://myanimelist.net/anime/101/Air
Sci-Fi,Cowboy Bebop,8.75,26,https://myanimelist.net/anime/1/Cowboy_Bebop
Sci-Fi,Cowboy Bebop: Tengoku no Tobira,8.38,1,https://myanimelist.net/anime/5/Cowboy_Bebop__Tengoku_no_Tobira
Sci-Fi,Trigun,8.22,26,https://myanimelist.net/anime/6/Trigun
Sci-Fi,Sunabouzu,7.36,24,https://myanimelist.net/anime/25/Sunabouzu
Sci-Fi,Texhnolyze,7.75,22,https://myanimelist.net/anime/26/Texhnolyze
Sci-Fi,Trinity Blood,7.28,24,https://myanimelist.net/anime/27/Trinity_Blood
Sci-Fi,Zipang,7.49,26,https://myanimelist.net/anime/29/Zipang
Sci-Fi,Shinseiki Evangelion,8.36,26,https://myanimelist.net/anime/30/Shinseiki_Evangelion
Sci-Fi,Shinseiki Evangelion Movie: Shi to Shinsei,7.48,1,https://myanimelist.net/anime/31/Shinseiki_Evangelion_Movie__Shi_to_Shinsei
Sci-Fi,"Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni",8.56,1,https://myanimelist.net/anime/32/Shinseiki_Evangelion_Movie__Air_Magokoro_wo_Kimi_ni
Sci-Fi,Koukaku Kidoutai,8.27,1,https://myanimelist.net/anime/43/Koukaku_Kidoutai
Sci-Fi,Akira,8.16,1,https://myanimelist.net/anime/47/Akira
Sci-Fi,Kidou Tenshi Angelic Layer,7.26,26,https://myanimelist.net/anime/52/Kidou_Tenshi_Angelic_Layer
Sci-Fi,Appleseed (Movie),7.05,1,https://myanimelist.net/anime/54/Appleseed_Movie
Sci-Fi,Arc the Lad,6.48,26,https://myanimelist.net/anime/55/Arc_the_Lad
Sci-Fi,Avenger,5.85,13,https://myanimelist.net/anime/56/Avenger
Sci-Fi,Blue Gender,7.01,26,https://myanimelist.net/anime/58/Blue_Gender
Sci-Fi,Chobits,7.39,26,https://myanimelist.net/anime/59/Chobits
Sci-Fi,DearS,6.54,12,https://myanimelist.net/anime/63/DearS
Sci-Fi,Black Cat,7.31,23,https://myanimelist.net/anime/68/Black_Cat
Sci-Fi,Cluster Edge,6.31,25,https://myanimelist.net/anime/69/Cluster_Edge
Sci-Fi,Full Metal Panic!,7.59,24,https://myanimelist.net/anime/71/Full_Metal_Panic
Sci-Fi,Soukyuu no Fafner: Dead Aggressor,7.25,25,https://myanimelist.net/anime/75/Soukyuu_no_Fafner__Dead_Aggressor
Sci-Fi,Kidou Senshi Gundam,7.76,43,https://myanimelist.net/anime/80/Kidou_Senshi_Gundam
Sci-Fi,Kidou Senshi Gundam: Dai 08 MS Shoutai,8,12,https://myanimelist.net/anime/81/Kidou_Senshi_Gundam__Dai_08_MS_Shoutai
Slice of Life,Genshiken,7.63,12,https://myanimelist.net/anime/240/Genshiken
Slice of Life,Jungle wa Itsumo Hare nochi Guu Final,7.6,7,https://myanimelist.net/anime/255/Jungle_wa_Itsumo_Hare_nochi_Guu_Final
Slice of Life,Mahoutsukai ni Taisetsu na Koto,6.69,12,https://myanimelist.net/anime/273/Mahoutsukai_ni_Taisetsu_na_Koto
Slice of Life,Mushishi,8.65,26,https://myanimelist.net/anime/457/Mushishi
Slice of Life,Aria the Animation,7.68,13,https://myanimelist.net/anime/477/Aria_the_Animation
Slice of Life,Damekko Doubutsu,7.23,26,https://myanimelist.net/anime/485/Damekko_Doubutsu
Slice of Life,Ichigo Mashimaro,7.62,12,https://myanimelist.net/anime/488/Ichigo_Mashimaro
Slice of Life,Kamichu!,7.35,12,https://myanimelist.net/anime/489/Kamichu
Slice of Life,Platonic Chain,5.73,24,https://myanimelist.net/anime/611/Platonic_Chain
Slice of Life,Mujin Wakusei Survive,7.72,52,https://myanimelist.net/anime/709/Mujin_Wakusei_Survive
Slice of Life,Binchou-tan,7.1,12,https://myanimelist.net/anime/750/Binchou-tan
Slice of Life,Kokoro Toshokan,6.52,13,https://myanimelist.net/anime/799/Kokoro_Toshokan
Slice of Life,NieA Under 7,6.85,13,https://myanimelist.net/anime/800/NieA_Under_7
Slice of Life,Ichigeki Sacchuu!! Hoihoi-san,6.05,1,https://myanimelist.net/anime/932/Ichigeki_Sacchuu_Hoihoi-san
Slice of Life,Yume Tsukai,6.43,12,https://myanimelist.net/anime/943/Yume_Tsukai
Slice of Life,Aria the Natural,8.16,26,https://myanimelist.net/anime/962/Aria_the_Natural
Slice of Life,Yoshinaga-sanchi no Gargoyle,6.76,13,https://myanimelist.net/anime/965/Yoshinaga-sanchi_no_Gargoyle
Slice of Life,Yokohama Kaidashi Kikou,7.43,2,https://myanimelist.net/anime/975/Yokohama_Kaidashi_Kikou
Slice of Life,Yokohama Kaidashi Kikou: Quiet Country Cafe,7.13,2,https://myanimelist.net/anime/976/Yokohama_Kaidashi_Kikou__Quiet_Country_Cafe
Slice of Life,Kanojo to Kanojo no Neko,7.25,1,https://myanimelist.net/anime/1004/Kanojo_to_Kanojo_no_Neko
Slice of Life,Oishinbo,6.99,136,https://myanimelist.net/anime/1093/Oishinbo
Slice of Life,Figure 17: Tsubasa & Hikaru,7.19,13,https://myanimelist.net/anime/1126/Figure_17__Tsubasa___Hikaru
Slice of Life,Sakura Taisen: Gouka Kenran,6.82,6,https://myanimelist.net/anime/1166/Sakura_Taisen__Gouka_Kenran
Slice of Life,Binbou Shimai Monogatari,6.84,10,https://myanimelist.net/anime/1214/Binbou_Shimai_Monogatari
Slice of Life,Fuujin Monogatari,7.21,13,https://myanimelist.net/anime/1524/Fuujin_Monogatari
Sports,Eyeshield 21,7.91,145,https://myanimelist.net/anime/15/Eyeshield_21
Sports,Hungry Heart: Wild Striker,7.54,52,https://myanimelist.net/anime/17/Hungry_Heart__Wild_Striker
Sports,Tennis no Oujisama,7.85,178,https://myanimelist.net/anime/22/Tennis_no_Oujisama
Sports,Ring ni Kakero 1,6.35,12,https://myanimelist.net/anime/23/Ring_ni_Kakero_1
Sports,Slam Dunk,8.55,101,https://myanimelist.net/anime/170/Slam_Dunk
Sports,Whistle!,7.36,39,https://myanimelist.net/anime/183/Whistle
Sports,Dan Doh!!,6.63,26,https://myanimelist.net/anime/234/Dan_Doh
Sports,Hajime no Ippo,8.78,75,https://myanimelist.net/anime/263/Hajime_no_Ippo
Sports,Hajime no Ippo: Champion Road,8.25,1,https://myanimelist.net/anime/264/Hajime_no_Ippo__Champion_Road
Sports,Hajime no Ippo: Mashiba vs. Kimura,8.24,1,https://myanimelist.net/anime/265/Hajime_no_Ippo__Mashiba_vs_Kimura
Sports,Grappler Baki (TV),7.45,24,https://myanimelist.net/anime/287/Grappler_Baki_TV
Sports,Bakuten Shoot Beyblade,6.79,51,https://myanimelist.net/anime/288/Bakuten_Shoot_Beyblade
Sports,Dear Boys,6.76,26,https://myanimelist.net/anime/292/Dear_Boys
Sports,Ace wo Nerae!,7.09,26,https://myanimelist.net/anime/311/Ace_wo_Nerae
Sports,Ace wo Nerae! Final Stage,6.82,12,https://myanimelist.net/anime/312/Ace_wo_Nerae_Final_Stage
Sports,Ace wo Nerae! (1979),6.91,1,https://myanimelist.net/anime/313/Ace_wo_Nerae_1979
Sports,Ace wo Nerae! 2,7.16,13,https://myanimelist.net/anime/314/Ace_wo_Nerae_2
Sports,I'll/CKBC,6.16,2,https://myanimelist.net/anime/359/Ill_CKBC
Sports,H2,7.23,41,https://myanimelist.net/anime/386/H2
Sports,Capeta,7.82,52,https://myanimelist.net/anime/388/Capeta
Sports,Suzuka,7.16,26,https://myanimelist.net/anime/390/Suzuka
Sports,Buzzer Beater,6.49,13,https://myanimelist.net/anime/406/Buzzer_Beater
Sports,Shiritsu Araiso Koutougakkou Seitokai Shikkoubu,6.34,2,https://myanimelist.net/anime/425/Shiritsu_Araiso_Koutougakkou_Seitokai_Shikkoubu
Sports,Ginban Kaleidoscope,7.29,12,https://myanimelist.net/anime/476/Ginban_Kaleidoscope
Sports,Grappler Baki: Saidai Tournament-hen,7.48,24,https://myanimelist.net/anime/551/Grappler_Baki__Saidai_Tournament-hen
Supernatural,Witch Hunter Robin,7.24,26,https://myanimelist.net/anime/7/Witch_Hunter_Robin
Supernatural,Aa! Megami-sama!,7.28,5,https://myanimelist.net/anime/49/Aa_Megami-sama
Supernatural,Aa! Megami-sama! (TV),7.31,24,https://myanimelist.net/anime/50/Aa_Megami-sama_TV
Supernatural,Tenshi Kinryouku,6.24,3,https://myanimelist.net/anime/51/Tenshi_Kinryouku
Supernatural,Chrno Crusade,7.6,24,https://myanimelist.net/anime/60/Chrno_Crusade
Supernatural,Rozen Maiden,7.4,12,https://myanimelist.net/anime/64/Rozen_Maiden
Supernatural,Rozen Maiden: Träumend,7.61,12,https://myanimelist.net/anime/65/Rozen_Maiden__Träumend
Supernatural,Air,7.27,12,https://myanimelist.net/anime/101/Air
Supernatural,Ayashi no Ceres,7.17,24,https://myanimelist.net/anime/104/Ayashi_no_Ceres
Supernatural,Fruits Basket,7.69,26,https://myanimelist.net/anime/120/Fruits_Basket
Supernatural,Full Moon wo Sagashite,7.93,52,https://myanimelist.net/anime/122/Full_Moon_wo_Sagashite
Supernatural,Saiyuuki Reload,7.36,25,https://myanimelist.net/anime/130/Saiyuuki_Reload
Supernatural,Saiyuuki Reload Gunlock,7.37,26,https://myanimelist.net/anime/131/Saiyuuki_Reload_Gunlock
Supernatural,GetBackers,7.57,49,https://myanimelist.net/anime/132/GetBackers
Supernatural,Hikaru no Go,8.07,75,https://myanimelist.net/anime/135/Hikaru_no_Go
Supernatural,Kannazuki no Miko,6.8,12,https://myanimelist.net/anime/143/Kannazuki_no_Miko
Supernatural,Kanon,7.06,13,https://myanimelist.net/anime/144/Kanon
Supernatural,Loveless,6.71,12,https://myanimelist.net/anime/149/Loveless
Supernatural,Blood+,7.61,50,https://myanimelist.net/anime/150/Blood_
Supernatural,Shaman King,7.73,64,https://myanimelist.net/anime/154/Shaman_King
Supernatural,Shingetsutan Tsukihime,6.79,12,https://myanimelist.net/anime/169/Shingetsutan_Tsukihime
Supernatural,Tactics,7.18,25,https://myanimelist.net/anime/173/Tactics
Supernatural,Tenjou Tenge,6.86,24,https://myanimelist.net/anime/174/Tenjou_Tenge
Supernatural,Gosenzo Sane,6.15,4,https://myanimelist.net/anime/188/Gosenzo_Sane
Supernatural,Jigoku Shoujo,7.6,26,https://myanimelist.net/anime/228/Jigoku_Shoujo
Suspense,Monster,8.89,74,https://myanimelist.net/anime/19/Monster
Suspense,Texhnolyze,7.75,22,https://myanimelist.net/anime/26/Texhnolyze
Suspense,Shinseiki Evangelion,8.36,26,https://myanimelist.net/anime/30/Shinseiki_Evangelion
Suspense,Shinseiki Evangelion Movie: Shi to Shinsei,7.48,1,https://myanimelist.net/anime/31/Shinseiki_Evangelion_Movie__Shi_to_Shinsei
Suspense,"Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni",8.56,1,https://myanimelist.net/anime/32/Shinseiki_Evangelion_Movie__Air_Magokoro_wo_Kimi_ni
Suspense,Koukaku Kidoutai,8.27,1,https://myanimelist.net/anime/43/Koukaku_Kidoutai
Suspense,Gunslinger Girl,7.38,13,https://myanimelist.net/anime/134/Gunslinger_Girl
Suspense,RahXephon,7.37,26,https://myanimelist.net/anime/165/RahXephon
Suspense,Speed Grapher,7.29,24,https://myanimelist.net/anime/198/Speed_Grapher
Suspense,Elfen Lied,7.46,13,https://myanimelist.net/anime/226/Elfen_Lied
Suspense,FLCL,8.04,6,https://myanimelist.net/anime/227/FLCL
Suspense,Jigoku Shoujo,7.6,26,https://myanimelist.net/anime/228/Jigoku_Shoujo
Suspense,Gankutsuou,8.11,24,https://myanimelist.net/anime/239/Gankutsuou
Suspense,Mousou Dairinin,7.66,13,https://myanimelist.net/anime/323/Mousou_Dairinin
Suspense,Serial Experiments Lain,8.09,13,https://myanimelist.net/anime/339/Serial_Experiments_Lain
Suspense,Boogiepop wa Warawanai,7.15,12,https://myanimelist.net/anime/369/Boogiepop_wa_Warawanai
Suspense,"Elfen Lied: Tooriame nite Arui wa, Shoujo wa Ikani Shite Sono Shinjou ni Itatta ka? - Regenschauer",7.12,1,https://myanimelist.net/anime/376/Elfen_Lied__Tooriame_nite_Arui_wa_Shoujo_wa_Ikani_Shite_Sono_Shinjou_ni_Itatta_ka_-_Regenschauer
Suspense,Gantz,6.97,13,https://myanimelist.net/anime/384/Gantz
Suspense,Gantz 2nd Stage,7.01,13,https://myanimelist.net/anime/395/Gantz_2nd_Stage
Suspense,Perfect Blue,8.55,1,https://myanimelist.net/anime/437/Perfect_Blue
Suspense,Shoujo Kakumei Utena,8.22,39,https://myanimelist.net/anime/440/Shoujo_Kakumei_Utena
Suspense,Fantastic Children,7.49,26,https://myanimelist.net/anime/455/Fantastic_Children
Suspense,Innocence,7.78,1,https://myanimelist.net/anime/468/Innocence
Suspense,Jin-Rou,7.78,1,https://myanimelist.net/anime/570/Jin-Rou
Suspense,Ayakashi: Japanese Classic Horror,7.37,11,https://myanimelist.net/anime/586/Ayakashi__Japanese_Classic_Horror
